,T,P,Zs,zs
12665,851.5450327762493,422217.2822918053,,[1.0]
12666,70.41949480703524,557412.4103412768,,[1.0]
12667,430.86890688902884,985765.5207559585,,[1.0]
12668,233.0925603315643,147595.68427234434,,[1.0]
12669,758.6686019694394,957480.1288692288,,[1.0]
12670,672.2873810196505,577174.4590077561,,[1.0]
12671,376.936423153553,618027.1603653945,,[1.0]
12672,986.8892658667892,257440.92277862676,,[1.0]
12673,382.4598524792186,770319.9381291514,,[1.0]
12674,611.7236129791704,224738.7264603877,,[1.0]
12675,117.4303135881681,674422.0231895068,,[1.0]
12676,883.6737098845173,344367.48914237996,,[1.0]
12677,634.5162288102694,131588.54837781476,,[0.9999999999999999]
12678,133.61848637514436,760502.8773876288,,[1.0]
12679,149.50080919533815,537081.349217081,,[1.0]
12680,122.98211286337273,825459.668219474,,[1.0]
12681,983.9909565080898,389053.7799180509,,[1.0]
12682,82.15247702720455,705153.7516342321,,[1.0]
12683,743.9134687459631,529210.8229535511,,[1.0]
12684,570.6101314372938,357848.7729144144,,[1.0]
12685,433.6464109754854,330754.26155030786,,[1.0]
12686,864.8319187590862,251035.926874127,,[0.9999999999999999]
12687,41.1290959368015,929989.7879352842,,[1.0]
12688,318.7143763490366,365084.2762461384,,[1.0]
12689,712.8408250844725,858010.0741675885,,[1.0]
12690,882.932802137041,821612.9109502623,,[1.0]
12691,426.2753546464674,914786.8916365505,,[1.0]
12692,925.4034880194492,657631.8046883679,,[1.0]
12693,797.621994586762,246342.04623993736,,[1.0]
12694,992.2028006479062,218514.6186857199,,[1.0]
12695,86.4931944386678,334715.71830107947,,[1.0]
12696,770.2895429622963,430378.0199732997,,[0.9999999999999999]
12697,481.8613239990803,649421.832909009,,[1.0]
12698,695.8368132240619,935468.5507947805,,[1.0]
12699,486.12849108845575,957290.9616086158,,[1.0]
12700,769.5973719626035,596860.1404142374,,[1.0]
12701,177.22103573049526,964931.4853041596,,[1.0]
12702,487.94289517922357,663208.5554994947,,[1.0]
12703,43.56927193324956,640261.0013534254,,[1.0]
12704,871.6796401624104,953182.2392231745,,[1.0]
12705,130.26941596867798,815798.3788335584,,[1.0]
12706,492.0246039942012,907087.0005279075,,[1.0]
12707,194.1113099496487,230000.99244742357,,[1.0]
12708,693.1012266495179,707875.5822330309,,[0.9999999999999999]
12709,293.17493833006023,309363.26977984386,,[1.0]
12710,841.7809174675521,990448.0952707021,,[1.0]
12711,25.311820805823423,454237.0319061984,,[1.0]
12712,948.1173182943367,969373.0570558653,,[1.0]
12713,382.86276967413323,398571.3108413246,,[1.0]
12714,404.05080108221887,267940.58269083814,,[1.0]
12715,306.5692772360934,157846.96972213074,,[1.0]
12716,644.1183093485403,857565.6324049678,,[1.0]
12717,623.3470450922894,844275.5295364416,,[1.0]
12718,282.5653996952257,600770.8545127999,,[0.9999999999999999]
12719,929.4315298690265,304915.70490308315,,[1.0]
12720,754.7463253156538,941308.1332077442,,[1.0]
12721,382.2721511258287,852748.5627924305,,[1.0]
12722,851.9412215209295,960474.0974276502,,[1.0]
12723,50.67024441081385,621269.4304610094,,[1.0]
12724,443.33445596075495,550729.8218925665,,[1.0]
12725,432.9084574376817,842156.1786542356,,[1.0]
12726,823.2705020653915,384588.10740865185,,[1.0]
12727,398.00919503088795,811047.1939711501,,[1.0]
12728,222.4876979582406,445137.3322727244,,[1.0]
12729,422.9537687146719,669821.7516572713,,[1.0]
12730,930.0291349330513,614132.9809961827,,[1.0]
12731,602.4751582564653,358800.4545874982,,[1.0]
12732,380.5821456774283,779905.5477148658,,[1.0]
12733,48.401777811868214,129800.0625352103,,[1.0]
12734,338.2789711863113,174003.0048184799,,[1.0]
12735,578.1784099088882,988412.0169111645,,[1.0]
12736,785.4066281689599,692393.6206838085,,[1.0]
12737,311.70812925982796,510539.98104231036,,[0.9999999999999999]
12738,450.5148396726262,905988.3066816333,,[0.9999999999999999]
12739,689.3744768847306,428007.92825311975,,[1.0]
12740,20.995776421706914,844007.5692486706,,[1.0]
12741,611.0121049432906,838483.1340554513,,[1.0]
12742,373.6584878797406,535437.9201515319,,[1.0]
12743,886.0441967846206,619956.1173156316,,[1.0]
12744,605.72703129972,849404.0650103241,,[0.9999999999999999]
12745,676.0740961134911,149603.66704602414,,[0.9999999999999999]
12746,994.4716196735027,603875.074040191,,[1.0]
12747,526.1560016019195,983954.5145080575,,[0.9999999999999999]
12748,276.19940048076785,634303.0432857918,,[1.0]
12749,29.71987749243676,736294.5691734449,,[1.0]
12750,913.0507793216256,959532.9473778004,,[0.9999999999999999]
12751,511.7887738020361,476153.22516084916,,[1.0]
12752,713.629979521425,609790.8003114632,,[1.0]
12753,474.8064255947512,884030.0872081389,,[1.0]
12754,716.1427724531563,473185.7273545248,,[1.0]
12755,662.2119183114049,686940.05571485,,[1.0]
12756,182.43527304273826,422252.5574441475,,[1.0]
12757,652.0045593724722,785749.9421056916,,[1.0]
12758,737.1773184797815,395059.9443240048,,[1.0]
12759,257.12867720300636,379911.08625578985,,[1.0]
12760,903.9080647198898,978681.6644557673,,[1.0]
12761,309.06070434528704,709628.1072034845,,[1.0]
12762,806.2041205457535,553801.1336179981,,[1.0]
12763,179.9962268265799,958854.0773627197,,[1.0]
12764,423.10645551514443,124135.71875114045,,[1.0]
12765,343.0279276008231,898675.1873239923,,[1.0]
12766,938.9660666728109,861930.0701521602,,[1.0]
12767,396.66018218771785,900528.5048488085,,[1.0]
12768,592.594299639124,129307.5592749589,,[1.0]
12769,135.59787803699248,972014.0024614604,,[1.0]
12770,995.7751043499092,215836.51426424365,,[1.0]
12771,778.206291992885,736819.2075675448,,[0.9999999999999999]
12772,110.31444298796967,695016.5273748373,,[1.0]
12773,664.7332148612302,932455.2693247513,,[1.0]
12774,352.52901698106893,755697.4218387833,,[1.0]
12775,607.8369515628309,781762.047614563,,[1.0]
12776,410.3037065122606,394838.22250055027,,[1.0]
12777,801.6291644448052,457753.92881542107,,[0.9999999999999999]
12778,149.13773122591573,778811.8392988066,,[0.9999999999999999]
12779,218.3935487893423,510113.2477676645,,[1.0]
12780,367.81555185464555,277710.7650645203,,[1.0]
12781,168.67837473187916,566986.5043231176,,[1.0]
12782,135.80878355595166,140150.0621932258,,[1.0]
12783,274.6410253028872,875556.3929802598,,[1.0]
12784,498.28502873321526,617641.3824916848,,[1.0]
12785,937.4707679460411,964279.9951648724,,[1.0]
12786,46.97205523821186,513415.81988008163,,[1.0]
12787,195.04157619248474,983491.7475398234,,[1.0]
12788,309.7640621966934,317364.64194911614,,[0.9999999999999999]
12789,837.0246979366564,390324.65500070545,,[1.0]
12790,276.4564774401615,525749.4846907369,,[1.0]
12791,489.1657397246233,597389.2919114747,,[1.0]
12792,795.3748534279018,167794.569264154,,[1.0]
12793,181.78203722510486,517490.6736040401,,[1.0]
12794,646.2928569105119,981862.9502571174,,[1.0]
12795,96.79127717639125,363570.74847954063,,[1.0]
12796,325.9503483756289,552275.6713477632,,[1.0]
12797,655.8831692485808,350303.4793632133,,[1.0]
12798,213.07226790226562,309111.25143409614,,[1.0]
12799,228.1783501102489,371545.5374734667,,[1.0]
12800,205.9743198345447,233477.86069852018,,[1.0]
12801,964.5348997738508,358298.0660598831,,[1.0]
12802,396.7650951147857,285529.5045934951,,[1.0]
12803,985.4278085403926,911346.9231973455,,[0.9999999999999999]
12804,818.6499850595399,432746.3614267263,,[1.0]
12805,628.5516521641946,633812.0014042425,,[0.9999999999999999]
12806,500.6763228504611,297191.83731759957,,[1.0]
12807,746.5517769470613,343566.38768621197,,[1.0]
12808,706.6430880663016,735525.2691145684,,[1.0]
12809,43.28914240715034,765240.9390878867,,[1.0]
12810,934.7623794783965,811469.4623406902,,[1.0]
12811,345.502097849906,360085.74011145555,,[1.0]
12812,510.47435889072943,736368.7642344349,,[1.0]
12813,235.30534655282338,752682.7250923243,,[1.0]
12814,29.25903816756276,961608.0155022395,,[1.0]
12815,524.6848809259732,866577.7798941316,,[0.9999999999999999]
12816,941.3334237004125,463485.331992297,,[0.9999999999999999]
12817,102.85974133704767,850749.3725394659,,[1.0]
12818,151.64420384594004,885852.8366564385,,[1.0]
12819,342.3792779517606,459110.8704479077,,[1.0]
12820,531.3332076507248,899126.8494815644,,[0.9999999999999999]
12821,558.9805400428972,928073.4083196175,,[1.0]
12822,256.36380382984913,908020.6907084229,,[1.0]
12823,330.50510405757575,573080.7767050554,,[1.0]
12824,842.0992745675946,392953.89572169556,,[1.0]
12825,55.30419444138173,779927.532377755,,[1.0]
12826,971.9176672803919,419464.3635196867,,[1.0]
12827,12.940177865558978,879062.297510574,,[1.0]
12828,575.7595907197291,594826.5274765,,[1.0]
12829,422.6228203971539,438447.6918269744,,[1.0]
12830,67.33703702473701,474742.4676942735,,[1.0]
12831,98.48842853094749,606844.4452103358,,[1.0]
12832,464.86728910691494,101569.31048871223,,[1.0]
12833,43.01228398461249,598233.9238270448,,[1.0]
12834,271.7280613093985,421565.6201454345,,[0.9999999999999999]
12835,255.7067362251224,737530.8970060241,,[1.0]
12836,863.7672017744908,973262.3960078002,,[1.0]
12837,835.3642014243821,533406.6631613137,,[1.0]
12838,292.15973772644594,444450.0719315568,,[1.0]
12839,268.87280557562616,124237.03908428672,,[1.0]
12840,402.20672617774215,790677.1985279912,,[1.0]
12841,32.74101602180904,667331.8253558998,,[1.0]
12842,143.6123013236199,415320.82550413103,,[1.0]
12843,930.9835881820275,114435.7306703011,,[1.0]
12844,305.4325196802266,536586.2825081095,,[1.0]
12845,928.42806565296,383343.43510410335,,[1.0]
12846,871.8280902467725,137989.21861240827,,[1.0]
12847,407.4806523219695,577923.3014322252,,[1.0]
12848,269.1655027396882,657405.1658680422,,[1.0]
12849,894.7847781725461,574960.9289170203,,[1.0]
12850,958.4907253563972,359683.8778015652,,[1.0]
12851,57.238680684527296,734951.2963006584,,[0.9999999999999999]
12852,499.9753714529809,606453.7772779528,,[1.0]
12853,191.5304168003568,288206.58279655926,,[1.0]
12854,640.2148477169261,607766.1981593403,,[1.0]
12855,821.9498789849304,248764.11797261005,,[1.0]
12856,675.985972202324,294816.1782781519,,[1.0]
12857,951.5456735578613,328853.7589982956,,[1.0]
12858,814.7569164150495,933710.6783344756,,[1.0]
12859,766.9537006252666,566108.6578736379,,[0.9999999999999999]
12860,291.0841341175279,135706.24471149748,,[1.0]
12861,456.0536944164215,897609.6082420482,,[0.9999999999999999]
12862,449.6275424229193,688639.6466975627,,[1.0]
12863,900.80413183971,637675.9260991667,,[1.0]
12864,686.9186802698609,512954.28085776116,,[0.9999999999999999]
12865,393.98383657579757,753909.7000425673,,[0.9999999999999999]
12866,232.60578769259718,689910.6777827708,,[0.9999999999999999]
12867,912.6565945605371,161445.16121298634,,[1.0]
12868,740.9885494692202,688075.1359261407,,[1.0]
12869,954.811063148966,564987.3957595923,,[1.0]
12870,404.0335264243151,979690.128162058,,[1.0]
12871,885.8806287322095,782554.814406934,,[0.9999999999999999]
12872,52.93345300402678,112070.02083852605,,[0.9999999999999999]
12873,681.365477157375,698252.1115704686,,[1.0]
12874,821.898868164058,582451.8708523469,,[1.0]
12875,662.6074740396626,335757.7107039776,,[1.0]
12876,324.1871916216125,987007.5286361836,,[1.0]
12877,99.95607083552042,120538.12504028837,,[1.0]
12878,455.19503346028,484487.9983490267,,[1.0]
12879,821.103154619554,900946.2640431905,,[1.0]
12880,693.1711315218464,139131.3544002333,,[1.0]
12881,855.0751894115499,807028.3806052392,,[1.0]
12882,965.0439461487285,675315.6112152461,,[0.9999999999999999]
12883,797.1911162980217,778132.606610597,,[1.0]
12884,302.31447859135784,434076.09063116205,,[1.0]
12885,22.543931485982565,568557.1936773399,,[1.0]
12886,623.9617552637621,123946.1589935768,,[1.0]
12887,298.74150551443546,627155.2486524716,,[0.9999999999999999]
12888,141.91268460615322,134885.45954930983,,[1.0]
12889,583.8569096456388,531870.2387627189,,[0.9999999999999999]
12890,606.3115309599002,810409.6765119705,,[1.0]
12891,650.8851909929498,342978.82575290476,,[0.9999999999999999]
12892,134.2988192625129,207879.56210703024,,[1.0]
12893,925.1659327057005,605705.473372669,,[1.0]
12894,533.2322729084624,866559.4779438828,,[1.0]
12895,72.34813218961598,538410.234071084,,[1.0]
12896,332.1339570046085,297190.4059377804,,[1.0]
12897,140.43283967760448,926763.1342017136,,[1.0]
12898,757.8513421836864,200898.17481374013,,[0.9999999999999999]
12899,304.0349243418003,456142.4902361607,,[1.0]
12900,631.8409955846522,871203.1585496141,,[0.9999999999999999]
12901,264.9638851400741,172670.4001048491,,[1.0]
12902,363.8818284208879,789541.395029557,,[1.0]
12903,423.39425040051526,272547.92454075173,,[1.0]
12904,642.7435719365214,538804.1058016083,,[1.0]
12905,34.995742555109956,318664.9511534143,,[1.0]
12906,923.6622648259656,350685.6250919129,,[1.0]
12907,475.3715594220986,208847.55257604917,,[0.9999999999999999]
12908,378.71835693383247,271196.9874716926,,[1.0]
12909,533.6701869509244,486595.995155981,,[0.9999999999999999]
12910,939.2160115832439,503429.46467176505,,[1.0]
12911,901.189379206889,973095.789085603,,[1.0]
12912,93.60220373906726,964657.4894429578,,[1.0]
12913,122.82127432169281,519669.7456009809,,[1.0]
12914,924.9959603275479,813164.6206230238,,[1.0]
12915,141.5378516311324,208599.75228453468,,[1.0]
12916,594.3946312608592,210893.40680465242,,[1.0]
12917,886.5992728147751,675669.6088621179,,[1.0]
12918,512.4365811319733,206926.80871711313,,[0.9999999999999999]
12919,116.37697168474074,958725.7018704152,,[0.9999999999999999]
12920,51.67266079937251,258724.80023648083,,[1.0]
12921,279.8018467203175,904515.1711159907,,[1.0]
12922,67.62256741265772,125152.00250973072,,[1.0]
12923,215.5055924032827,623041.5068869202,,[1.0]
12924,549.5902902115488,860093.0942455622,,[0.9999999999999999]
12925,65.64826414066789,211397.7226610144,,[0.9999999999999999]
12926,949.5387358931489,532592.0414511757,,[1.0]
12927,894.1523384928914,166759.3462380918,,[1.0]
12928,997.5176054611709,589053.1948243043,,[1.0]
12929,913.3491349220805,194356.8594686518,,[1.0]
12930,436.2828180525948,256779.06706451945,,[1.0]
12931,520.9726191969485,985841.4992857781,,[1.0]
12932,666.5330446976594,251590.47166647896,,[1.0]
12933,737.360495081729,517623.7074938778,,[1.0]
12934,127.36321980125688,495336.5608382117,,[1.0]
12935,581.1387371888264,462964.5998114206,,[1.0]
12936,815.6967733643655,627908.6943107947,,[1.0]
12937,55.55482094601296,723805.6902375108,,[1.0]
12938,523.4513722475928,604223.1730541354,,[0.9999999999999999]
12939,542.3068968172753,647633.6697044085,,[1.0]
12940,126.12611830376746,876520.434907611,,[1.0]
12941,674.070553557007,133207.17243117664,,[1.0]
12942,512.6811069426153,904423.6774523177,,[1.0]
12943,824.4102938979315,314447.4562899717,,[0.9999999999999999]
12944,337.8558082361279,854579.6633500222,,[1.0]
12945,10.804057486570525,674662.7574966096,,[1.0]
12946,89.0803403955851,129451.64397662792,,[1.0]
12947,729.6576864039685,682509.5809033585,,[1.0]
12948,628.4415888422574,800648.371578229,,[1.0]
12949,214.65391735495723,805443.2594378919,,[1.0]
12950,421.2361781229125,691793.3391268677,,[1.0]
12951,618.8323164691327,320535.9851862943,,[1.0]
12952,899.462121204418,862835.4385338768,,[1.0]
12953,755.4677025058174,806359.9032609729,,[1.0]
12954,522.205422925959,327370.92768507486,,[1.0]
12955,907.615217260397,651948.2797504714,,[1.0]
12956,902.8655102865159,657083.1674779594,,[1.0]
12957,332.78903137907764,842257.7455806241,,[1.0]
12958,44.34434873420053,297440.8425774602,,[1.0]
12959,486.1389061140812,932283.8411728293,,[1.0]
12960,163.9287633047567,423214.6919403828,,[1.0]
12961,414.8183876918502,703136.0430265086,,[1.0]
12962,190.92686207147906,993591.5958189131,,[1.0]
12963,28.123194671306468,257498.18365410226,,[0.9999999999999999]
12964,827.369382307767,503826.86207696697,,[1.0]
12965,200.36611397899944,467048.6548960753,,[0.9999999999999999]
12966,440.24451645294164,271781.72399011475,,[0.9999999999999999]
12967,921.3033391707695,273419.116308347,,[1.0]
12968,954.5016456899466,223230.22772185103,,[1.0]
12969,401.2014093133936,400568.91036134626,,[1.0]
12970,908.0933445082471,577313.1517454085,,[1.0]
12971,928.1900530253794,287307.5451160248,,[0.9999999999999999]
12972,173.07272104583697,920297.4573015748,,[0.9999999999999999]
12973,817.0832516795934,638694.2755334823,,[1.0]
12974,853.2987295867348,896584.4791774123,,[1.0]
12975,166.48257465147256,881982.4995989236,,[0.9999999999999999]
12976,81.06135977545232,309031.53030384437,,[0.9999999999999999]
12977,847.2434842527982,402693.84641428426,,[1.0]
12978,886.7175473413374,324415.27498797356,,[1.0]
12979,89.30688108542094,619548.7603767202,,[1.0]
12980,875.688518554462,351971.2393179645,,[1.0]
12981,323.41638370707597,253457.1909639474,,[1.0]
12982,652.6971424845168,920873.3427686421,,[1.0]
12983,331.102921647287,881934.7906543686,,[1.0]
12984,414.0348589101137,255938.83402339346,,[1.0]
12985,968.3721255018635,529522.6110609133,,[1.0]
12986,353.7039520571487,175951.28260114067,,[1.0]
12987,101.62549976483132,492704.5970981998,,[1.0]
12988,690.1675002551041,997729.2025831782,,[1.0]
12989,431.78042995309727,482045.1534199426,,[0.9999999999999999]
12990,407.29981523774694,327861.5629619184,,[1.0]
12991,326.8547152489694,517281.7491982963,,[1.0]
12992,283.4636706855929,195328.33432645354,,[1.0]
12993,883.4378694289745,990202.6019939447,,[1.0]
12994,382.65980883707203,767440.9640485558,,[1.0]
12995,746.7341200190355,631843.8442560489,,[1.0]
12996,771.7778744911528,603265.8280982387,,[1.0]
12997,524.1948798688258,899234.7590990842,,[1.0]
12998,372.83725509535213,865675.9957892463,,[1.0]
12999,223.48380417928772,420457.7813620998,,[1.0]
13000,448.580633818569,658740.6732166175,,[1.0]
13001,310.1341275408667,343443.62508003815,,[1.0]
13002,798.1658568985745,986958.5586635807,,[0.9999999999999999]
13003,666.6065475304166,311536.3864969971,,[1.0]
13004,344.06213688222186,515086.51559270883,,[1.0]
13005,724.0133221406359,327920.6172166761,,[1.0]
13006,954.3757447632418,999639.5561480602,,[1.0]
13007,974.1205116874748,768001.877366873,,[1.0]
13008,167.0121901302222,395711.8796551696,,[1.0]
13009,937.2675024162639,579585.3985978554,,[1.0]
13010,355.8770565111388,963895.9204758412,,[1.0]
13011,372.6238136336319,378185.89328428375,,[1.0]
13012,494.6942560702607,784704.4285294845,,[1.0]
13013,458.777421731965,296766.29865169997,,[1.0]
13014,355.702025572446,452984.3225456565,,[1.0]
13015,118.5806144866098,154932.62644671186,,[1.0]
13016,461.60527864558446,390192.218101943,,[1.0]
13017,180.34611067332668,195298.26015887415,,[0.9999999999999999]
13018,838.1963940890122,356004.0729557745,,[0.9999999999999999]
13019,629.4489154576993,626467.478791908,,[1.0]
13020,334.5705621129848,367135.2174533816,,[1.0]
13021,170.7999294771156,584231.0491169379,,[1.0]
13022,321.8425423182783,470765.95658734406,,[1.0]
13023,468.7684237598193,675213.3675131011,,[1.0]
13024,985.3921650895996,654447.2558246232,,[0.9999999999999999]
13025,731.5857278854588,839761.330113146,,[1.0]
13026,422.31354857304416,918838.8113508652,,[1.0]
13027,81.73075969285566,237614.26233262167,,[1.0]
13028,268.84214161639744,350640.5102530486,,[1.0]
13029,15.046969668868613,992343.6864671208,,[1.0]
13030,578.1179795026209,977659.1729932704,,[1.0]
13031,733.7115611248792,904624.4082347166,,[0.9999999999999999]
13032,823.853528383348,650891.5610382415,,[1.0]
13033,240.1645573535074,600673.718371893,,[1.0]
13034,402.5734469954632,235654.11447353495,,[1.0]
13035,306.0546815766886,899765.8235982172,,[1.0]
13036,839.8428563075389,974062.5015630408,,[1.0]
13037,540.4113738142728,274296.34044240724,,[0.9999999999999999]
13038,904.1511467504098,213360.72267853466,,[0.9999999999999999]
13039,596.4522647196878,484082.6127918379,,[1.0]
13040,592.2485789225032,864156.5706614105,,[1.0]
13041,206.35639630003018,945939.4921935508,,[0.9999999999999999]
13042,190.50185223217642,382547.2961313598,,[1.0]
13043,844.309198815718,539994.1681091667,,[1.0]
13044,857.2885818186987,547257.546195492,,[0.9999999999999999]
13045,952.4536558866105,816382.444019746,,[0.9999999999999999]
13046,203.3540841645753,856401.6532325296,,[1.0]
13047,18.16208251896243,453535.34143827896,,[1.0]
13048,784.2325035658465,688501.9947165243,,[1.0]
13049,701.0110625069661,153420.5575397468,,[1.0]
13050,655.1494720652904,140329.91229676135,,[1.0]
13051,946.5239196457399,762090.7365201524,,[1.0]
13052,192.38374336679473,929348.7219402419,,[0.9999999999999999]
13053,347.9787429720554,523347.78831333667,,[1.0]
13054,30.398282320117783,763866.6226850188,,[1.0]
13055,359.3218217030945,485294.9308004048,,[1.0]
13056,627.6132084183819,411490.5858044542,,[1.0]
13057,453.60470473179674,152717.89696319954,,[1.0]
13058,531.3538243273618,728989.5339735618,,[1.0]
13059,148.39475787637946,823183.9925918921,,[1.0]
13060,317.0684727301987,692197.0003222807,,[0.9999999999999999]
13061,806.6542858382957,591757.1524661506,,[0.9999999999999999]
13062,212.56922153712998,481191.803931475,,[1.0]
13063,866.9976979757669,405844.63994266064,,[1.0]
13064,101.21525639534228,427257.71747171757,,[0.9999999999999999]
13065,730.2290774598051,405391.1966873036,,[0.9999999999999999]
13066,799.6188553215347,879053.3578647416,,[1.0]
13067,920.8781440157659,880059.2658822668,,[1.0]
13068,187.29159957914777,160688.23642669193,,[1.0]
13069,198.9619833617854,558719.486425613,,[1.0]
13070,858.1503779145028,739823.7672576192,,[1.0]
13071,569.9040831280183,979182.5318497205,,[0.9999999999999999]
13072,196.19818703287586,931056.888079426,,[1.0]
13073,645.7900547220268,692516.3783607233,,[0.9999999999999999]
13074,17.81091420747419,315252.8072391496,,[1.0]
13075,794.0252051004048,158971.84126731317,,[1.0]
13076,350.3481457378591,654689.3153143952,,[1.0]
13077,222.97541893324126,260602.25729633032,,[1.0]
13078,800.4963787746351,737492.5925663156,,[1.0]
13079,671.8912454788477,305464.32729901,,[1.0]
13080,235.27047960365232,792671.1407689335,,[1.0]
13081,502.0536330774848,590025.8983336659,,[1.0]
13082,150.03938615321178,653685.2105182809,,[1.0]
13083,132.79269504800465,635957.6903128674,,[1.0]
13084,609.0670884203023,729023.1161123058,,[1.0]
13085,69.17105381062439,644317.8472898396,,[1.0]
13086,824.4279210252643,762998.9019015556,,[1.0]
13087,251.83791711768995,251592.2163927721,,[1.0]
13088,234.5727137262338,806111.7768655557,,[1.0]
13089,761.6910666327773,130944.75277119866,,[1.0]
13090,107.94600948233338,757656.11746203,,[1.0]
13091,477.1849922103363,646109.5428702037,,[1.0]
13092,322.3060200120067,506545.69433269964,,[0.9999999999999999]
13093,294.3405038845996,141097.05053696767,,[0.9999999999999999]
13094,330.3380507163378,846144.6975888602,,[0.9999999999999999]
13095,939.5453878430916,709419.9456107141,,[0.9999999999999999]
13096,755.4656925112222,830793.8352594789,,[1.0]
13097,31.37767036884664,746627.8758548762,,[1.0]
13098,453.1932269128525,741337.8276515343,,[1.0]
13099,159.66921310287205,136228.36283430114,,[1.0]
13100,887.7615758524864,870582.8080487753,,[1.0]
13101,279.1877855411546,400458.3543492229,,[0.9999999999999999]
13102,438.9763253778801,168782.81844922644,,[1.0]
13103,178.4137720083472,685746.3030891527,,[1.0]
13104,465.0867458788682,748715.0959606554,,[1.0]
13105,643.3821801346659,464443.5889561981,,[0.9999999999999999]
13106,146.88979536416727,236157.49818200697,,[1.0]
13107,377.0240989789334,335057.08135325316,,[1.0]
13108,764.5730738236339,520573.3105459938,,[1.0]
13109,531.6605402563969,574022.3256514932,,[1.0]
13110,323.3534033315593,926817.9403062251,,[1.0]
13111,125.8555622040307,306322.43428454007,,[1.0]
13112,607.3050226685887,881571.0764531125,,[1.0]
13113,304.78747008109684,509529.8664573786,,[1.0]
13114,440.8045084903598,568244.9613584909,,[1.0]
13115,205.5221572423548,740335.7853271376,,[1.0]
13116,289.5867215424604,371098.27437703154,,[1.0]
13117,459.1262882488572,423846.6723381931,,[1.0]
13118,508.3893518521782,490226.0194128429,,[1.0]
13119,135.25893261373164,264395.56465604703,,[1.0]
13120,652.5852501151181,444972.02638801286,,[1.0]
13121,916.9851581695124,843112.3162445594,,[1.0]
13122,664.7234232632027,282895.43963300437,,[1.0]
13123,979.1015690626527,992906.9764087751,,[1.0]
13124,173.52614348397051,816303.4737304732,,[1.0]
13125,419.7919797097388,806244.3902837455,,[0.9999999999999999]
13126,399.16729491134674,113295.76326655742,,[1.0]
13127,549.9422331961391,369362.3679626718,,[1.0]
13128,821.1660573543501,677965.3543283502,,[1.0]
13129,700.2552729110264,109449.08588373578,,[1.0]
13130,15.329096221600567,553345.401081223,,[1.0]
13131,879.2147159121749,422740.9956514734,,[1.0]
13132,441.58655569543356,924057.9416855233,,[1.0]
13133,549.028526589707,759758.1085265286,,[0.9999999999999999]
13134,403.0626242658409,511911.04207397695,,[1.0]
13135,852.4080776148834,918246.7933815978,,[1.0]
13136,727.6786700628465,764917.7451835066,,[1.0]
13137,533.223309707894,152227.4204820777,,[1.0]
13138,149.6530584233226,835764.4990858046,,[0.9999999999999999]
13139,62.16250836470244,787368.2915212368,,[1.0]
13140,403.60773130297554,530800.8222358809,,[1.0]
13141,579.7492099976687,672962.3013112544,,[1.0]
13142,749.6557614264632,424346.8589652247,,[1.0]
13143,837.0257747462285,611561.9285444154,,[1.0]
13144,259.049394810345,995783.4955084069,,[1.0]
13145,60.437274283772155,861073.7599926024,,[1.0]
13146,599.176557386858,236340.9230424198,,[1.0]
13147,641.5029616200444,840655.0830462268,,[0.9999999999999999]
13148,47.831391787846975,605882.1733932623,,[1.0]
13149,291.7495729215045,791473.7229358017,,[1.0]
13150,124.28650201369668,369641.6992911226,,[1.0]
13151,55.39950796253557,181191.84590753334,,[1.0]
13152,460.4529812006024,649178.1440588889,,[1.0]
13153,987.9083300668376,600663.4438423302,,[1.0]
13154,899.3963612703216,313179.0538081641,,[0.9999999999999999]
13155,604.4742063804813,677665.8025799083,,[1.0]
13156,981.2861764757616,712020.8794304997,,[1.0]
13157,323.5938876016376,438725.2062725377,,[1.0]
13158,346.5446367679308,850120.1480285836,,[1.0]
13159,238.41849258277824,301660.2681051921,,[1.0]
13160,349.4928334669861,441097.60298882204,,[1.0]
13161,795.3752474158439,576921.3673750507,,[1.0]
13162,246.3128857548204,809547.409929797,,[1.0]
13163,328.8283791711839,111869.03924406611,,[0.9999999999999999]
13164,931.6724782942265,541161.3857858219,,[1.0]
13165,849.2126364113542,628307.9998793636,,[1.0]
13166,700.0892817803523,352506.09407787654,,[1.0]
13167,892.5203259284833,705413.389134915,,[1.0]
13168,995.3110352229422,599106.7507484443,,[1.0]
13169,148.91457333177672,214988.05373478803,,[1.0]
13170,405.95087833945473,237248.08581700787,,[1.0]
13171,995.762202088664,812286.2681709847,,[1.0]
13172,917.3372760088673,139162.78631303954,,[1.0]
13173,232.68939750720983,466589.6530859983,,[1.0]
13174,588.4640345142735,418680.7765249917,,[1.0]
13175,357.09511349781815,547039.225350623,,[1.0]
13176,334.76219643653616,659722.5512719152,,[1.0]
13177,911.0414197329857,864305.8501034036,,[0.9999999999999999]
13178,757.2819636257232,625731.1873730217,,[1.0]
13179,685.4264166329192,448739.15518649924,,[1.0]
13180,399.33075857120986,530482.7730696393,,[1.0]
13181,17.882086932637566,136447.58786458318,,[1.0]
13182,21.46466720533695,926700.332602667,,[1.0]
13183,438.73130536110807,980751.0198376366,,[1.0]
13184,876.5194653363196,624025.9288160747,,[1.0]
13185,809.4052092605376,186185.67954785418,,[1.0]
13186,564.511996815136,778869.4218795559,,[1.0]
13187,819.7550780279336,841606.5471697167,,[0.9999999999999999]
13188,394.53513216300473,422751.15679493576,,[1.0]
13189,830.8858643035367,374704.30200747034,,[1.0]
